country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,325,255,10,6959,8,2,2020-05-01T09:30:00
AT,Kärnten,410,381,12,10152,8,5,2020-05-01T09:30:00
AT,Vorarlberg,871,811,17,11719,7,4,2020-05-01T09:30:00
AT,Salzburg,1217,1102,36,22422,69,7,2020-05-01T09:30:00
AT,Steiermark,1761,1220,130,29979,61,10,2020-05-01T09:30:00
AT,Oberösterreich,2255,2088,56,40001,44,10,2020-05-01T09:30:00
AT,Wien,2492,1817,131,58413,124,22,2020-05-01T09:30:00
AT,Niederösterreich,2623,2221,92,31930,99,37,2020-05-01T09:30:00
AT,Tirol,3504,3197,105,52504,52,27,2020-05-01T09:30:00
AT,,15458,13092,589,264079,472,124,2020-05-01T09:30:00
