country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,596,488,11,38382,2,0,2020-09-13T08:00:00
AT,Kärnten,700,636,13,66573,3,1,2020-09-13T08:00:00
AT,Vorarlberg,1382,1089,20,70929,8,2,2020-09-13T08:00:00
AT,Salzburg,1837,1611,39,61825,8,1,2020-09-13T08:00:00
AT,Steiermark,2832,2338,157,127311,14,3,2020-09-13T08:00:00
AT,Niederösterreich,4771,4010,109,226050,18,8,2020-09-13T08:00:00
AT,Tirol,4882,4316,108,205200,10,1,2020-09-13T08:00:00
AT,Oberösterreich,5245,4681,68,176037,18,2,2020-09-13T08:00:00
AT,Wien,10776,7410,229,359186,128,24,2020-09-13T08:00:00
AT,,33021,26579,754,1331493,209,42,2020-09-13T08:00:00
