country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,1339,944,13,60141,22,5,2020-10-18T09:30:00
AT,Kärnten,1458,1066,13,94311,12,2,2020-10-18T09:30:00
AT,Vorarlberg,2960,2053,27,112147,19,5,2020-10-18T09:30:00
AT,Salzburg,3738,2510,44,102562,39,5,2020-10-18T09:30:00
AT,Steiermark,4829,3626,187,188162,76,16,2020-10-18T09:30:00
AT,Tirol,8268,6847,111,266936,53,7,2020-10-18T09:30:00
AT,Oberösterreich,9484,7559,79,245151,134,16,2020-10-18T09:30:00
AT,Niederösterreich,9748,7913,132,318846,115,22,2020-10-18T09:30:00
AT,Wien,23217,17043,287,549772,272,57,2020-10-18T09:30:00
AT,,65041,49561,893,1938028,742,135,2020-10-18T09:30:00
