country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,315,230,8,3568,14,2,2020-04-24T15:00:00
AT,Kärnten,402,356,12,8755,14,7,2020-04-24T15:00:00
AT,Vorarlberg,868,749,14,8989,14,6,2020-04-24T15:00:00
AT,Salzburg,1207,1008,33,16674,90,12,2020-04-24T15:00:00
AT,Steiermark,1700,973,119,23673,88,13,2020-04-24T15:00:00
AT,Oberösterreich,2232,2007,48,34014,78,15,2020-04-24T15:00:00
AT,Wien,2311,1716,106,47206,145,25,2020-04-24T15:00:00
AT,Niederösterreich,2546,1890,89,22572,127,40,2020-04-24T15:00:00
AT,Tirol,3457,2943,101,47235,81,36,2020-04-24T15:00:00
AT,,15038,11872,530,212686,651,156,2020-04-24T15:00:00
