country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,6440.0,24.0,,,,2022-03-23
CH,Uri,UR,15049.0,68.0,,6.0,,2022-03-23
CH,Obwalden,OW,16238.0,61.0,,1.0,,2022-03-23
CH,Nidwalden,NW,17610.0,36.0,,5.0,2.0,2022-03-23
CH,Schaffhausen,SH,29786.0,118.0,,7.0,4.0,2022-03-23
CH,Jura,JU,30016.0,244.0,,22.0,1.0,2022-03-23
CH,Zug,ZG,46529.0,161.0,,29.0,2.0,2022-03-23
CH,Neuchâtel,NE,72165.0,458.0,,31.0,1.0,2022-03-23
CH,Basel-Stadt,BS,73736.0,275.0,,153.0,15.0,2022-03-23
CH,Grisons,GR,86699.0,251.0,,32.0,1.0,2022-03-23
CH,Solothurn,SO,106623.0,350.0,,59.0,7.0,2022-03-23
CH,Thurgau,TG,112895.0,648.0,,59.0,5.0,2022-03-23
CH,Basel-Landschaft,BL,114900.0,288.0,,41.0,3.0,2022-03-23
CH,Ticino,TI,135027.0,1147.0,,111.0,8.0,2022-03-23
CH,Fribourg,FR,135875.0,564.0,,83.0,6.0,2022-03-23
CH,Valais,VS,143976.0,813.0,,100.0,5.0,2022-03-23
CH,Lucerne,LU,171586.0,462.0,,89.0,,2022-03-23
CH,Geneva,GE,197542.0,,,433.0,3.0,2022-03-23
CH,St. Gallen,SG,202013.0,852.0,,67.0,8.0,2022-03-23
CH,Berne,BE,385112.0,1505.0,,236.0,25.0,2022-03-23
CH,Zürich,ZH,573144.0,1750.0,,357.0,43.0,2022-03-23
CH,,,3274021.0,13523.0,997250.0,2388.0,175.0,2022-03-23
CH,Aargau,AG,,,,150.0,9.0,2022-03-23
CH,Appenzell Ausserrhoden,AR,,,,,,2022-03-23
CH,Glarus,GL,,,,,,2022-03-23
CH,Schwyz,SZ,,,,,,2022-03-23
CH,Vaud,VD,,,,,,2022-03-23
