country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,82.0,0.0,,0.0,,2020-06-13
CH,Schaffhausen,SH,82.0,7.0,,,,2020-06-13
CH,Nidwalden,NW,124.0,3.0,,0.0,0.0,2020-06-13
CH,Jura,JU,199.0,7.0,,1.0,0.0,2020-06-13
CH,Zug,ZG,211.0,9.0,,1.0,0.0,2020-06-13
CH,Schwyz,SZ,308.0,23.0,,,,2020-06-13
CH,Thurgau,TG,385.0,18.0,,0.0,1.0,2020-06-13
CH,Lucerne,LU,719.0,20.0,,,,2020-06-13
CH,Neuchâtel,NE,737.0,84.0,,3.0,0.0,2020-06-13
CH,St. Gallen,SG,800.0,,,2.0,1.0,2020-06-13
CH,Grisons,GR,829.0,50.0,,1.0,0.0,2020-06-13
CH,Basel-Landschaft,BL,881.0,34.0,,0.0,0.0,2020-06-13
CH,Basel-Stadt,BS,983.0,50.0,,1.0,2.0,2020-06-13
CH,Fribourg,FR,1189.0,84.0,,2.0,1.0,2020-06-13
CH,Aargau,AG,1231.0,47.0,,,,2020-06-13
CH,Berne,BE,1892.0,92.0,,1.0,0.0,2020-06-13
CH,Valais,VS,1956.0,139.0,,12.0,2.0,2020-06-13
CH,Ticino,TI,3318.0,350.0,,9.0,0.0,2020-06-13
CH,Zürich,ZH,3628.0,130.0,,7.0,1.0,2020-06-13
CH,Geneva,GE,5019.0,375.0,,6.0,1.0,2020-06-13
CH,Vaud,VD,5480.0,300.0,,23.0,4.0,2020-06-13
CH,,,30845.0,1898.0,37875.0,80.0,16.0,2020-06-13
CH,Appenzell Innerrhoden,AI,,,,,,2020-06-13
CH,Appenzell Ausserrhoden,AR,,,,,,2020-06-13
CH,Glarus,GL,,,,,,2020-06-13
CH,Solothurn,SO,,,,,,2020-06-13
CH,Uri,UR,,,,,,2020-06-13
