country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Jura,JU,31465.0,244.0,,4.0,0.0,2022-05-21
CH,Schaffhausen,SH,32368.0,131.0,,,,2022-05-21
CH,Zug,ZG,50654.0,170.0,,5.0,0.0,2022-05-21
CH,Neuchâtel,NE,77033.0,469.0,,6.0,1.0,2022-05-21
CH,Basel-Stadt,BS,83762.0,288.0,,16.0,0.0,2022-05-21
CH,Thurgau,TG,120601.0,688.0,,7.0,2.0,2022-05-21
CH,Basel-Landschaft,BL,126576.0,296.0,,10.0,0.0,2022-05-21
CH,Fribourg,FR,143573.0,575.0,,13.0,2.0,2022-05-21
CH,Valais,VS,150787.0,820.0,,22.0,1.0,2022-05-21
CH,Lucerne,LU,180081.0,,,,,2022-05-21
CH,Geneva,GE,213323.0,,,230.0,0.0,2022-05-21
CH,St. Gallen,SG,213702.0,,,6.0,0.0,2022-05-21
CH,Zürich,ZH,636000.0,1799.0,,39.0,11.0,2022-05-21
CH,,,3477653.0,13768.0,1020797.0,916.0,64.0,2022-05-21
CH,Aargau,AG,,,,,,2022-05-21
CH,Appenzell Innerrhoden,AI,,,,,,2022-05-21
CH,Appenzell Ausserrhoden,AR,,,,,,2022-05-21
CH,Berne,BE,,,,,,2022-05-21
CH,Glarus,GL,,,,,,2022-05-21
CH,Grisons,GR,,,,,,2022-05-21
CH,Nidwalden,NW,,,,,,2022-05-21
CH,Obwalden,OW,,,,,,2022-05-21
CH,Solothurn,SO,,,,,,2022-05-21
CH,Schwyz,SZ,,,,,,2022-05-21
CH,Ticino,TI,,,,,,2022-05-21
CH,Uri,UR,,,,,,2022-05-21
CH,Vaud,VD,,,,,,2022-05-21
