country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,1238.0,15.0,,,,2021-07-05
CH,Obwalden,OW,2602.0,39.0,,0.0,,2021-07-05
CH,Nidwalden,NW,2736.0,23.0,,0.0,0.0,2021-07-05
CH,Glarus,GL,2814.0,78.0,,1.0,0.0,2021-07-05
CH,Uri,UR,3266.0,50.0,,0.0,,2021-07-05
CH,Schaffhausen,SH,4819.0,78.0,,0.0,0.0,2021-07-05
CH,Jura,JU,7098.0,145.0,,0.0,0.0,2021-07-05
CH,Zug,ZG,8497.0,121.0,,0.0,0.0,2021-07-05
CH,Schwyz,SZ,12363.0,238.0,,,,2021-07-05
CH,Basel-Stadt,BS,12987.0,205.0,,2.0,2.0,2021-07-05
CH,Grisons,GR,13659.0,192.0,,1.0,0.0,2021-07-05
CH,Neuchâtel,NE,17501.0,404.0,,1.0,1.0,2021-07-05
CH,Solothurn,SO,17984.0,,,,,2021-07-05
CH,Basel-Landschaft,BL,18258.0,219.0,,0.0,1.0,2021-07-05
CH,Thurgau,TG,18990.0,457.0,,6.0,0.0,2021-07-05
CH,Lucerne,LU,28983.0,,,3.0,,2021-07-05
CH,Fribourg,FR,32587.0,491.0,,3.0,0.0,2021-07-05
CH,Ticino,TI,33291.0,995.0,,0.0,0.0,2021-07-05
CH,Valais,VS,38193.0,673.0,,6.0,2.0,2021-07-05
CH,St. Gallen,SG,42886.0,716.0,,1.0,1.0,2021-07-05
CH,Aargau,AG,47999.0,704.0,,3.0,3.0,2021-07-05
CH,Geneva,GE,54545.0,880.0,,64.0,1.0,2021-07-05
CH,Berne,BE,65732.0,1101.0,,2.0,2.0,2021-07-05
CH,Zürich,ZH,112796.0,1417.0,,8.0,8.0,2021-07-05
CH,,,690110.0,10915.0,412206.0,161.0,42.0,2021-07-05
CH,Appenzell Ausserrhoden,AR,,,,,,2021-07-05
CH,Vaud,VD,,,,,,2021-07-05
