country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,95.0,0.0,,0.0,,2020-08-13
CH,Appenzell Ausserrhoden,AR,117.0,3.0,,3.0,0.0,2020-08-13
CH,Uri,UR,121.0,7.0,,0.0,,2020-08-13
CH,Nidwalden,NW,131.0,3.0,,0.0,0.0,2020-08-13
CH,Glarus,GL,150.0,13.0,,0.0,,2020-08-13
CH,Schaffhausen,SH,150.0,8.0,,1.0,2.0,2020-08-13
CH,Jura,JU,255.0,0.0,,2.0,0.0,2020-08-13
CH,Zug,ZG,309.0,9.0,,0.0,0.0,2020-08-13
CH,Schwyz,SZ,431.0,25.0,,,,2020-08-13
CH,Thurgau,TG,520.0,20.0,,2.0,1.0,2020-08-13
CH,Solothurn,SO,589.0,18.0,,0.0,,2020-08-13
CH,Neuchâtel,NE,820.0,85.0,,0.0,0.0,2020-08-13
CH,Grisons,GR,946.0,50.0,,0.0,0.0,2020-08-13
CH,Lucerne,LU,947.0,21.0,,6.0,4.0,2020-08-13
CH,Basel-Landschaft,BL,1003.0,34.0,,0.0,1.0,2020-08-13
CH,Basel-Stadt,BS,1110.0,53.0,,5.0,0.0,2020-08-13
CH,St. Gallen,SG,1113.0,40.0,,4.0,5.0,2020-08-13
CH,Fribourg,FR,1410.0,85.0,,1.0,1.0,2020-08-13
CH,Aargau,AG,1774.0,50.0,,6.0,3.0,2020-08-13
CH,Valais,VS,2184.0,139.0,,9.0,1.0,2020-08-13
CH,Berne,BE,2281.0,93.0,,6.0,1.0,2020-08-13
CH,Ticino,TI,3463.0,350.0,,1.0,0.0,2020-08-13
CH,Zürich,ZH,4965.0,142.0,,21.0,6.0,2020-08-13
CH,Vaud,VD,6296.0,304.0,,15.0,4.0,2020-08-13
CH,Geneva,GE,6399.0,284.0,,9.0,2.0,2020-08-13
CH,,,37604.0,1836.0,61887.0,93.0,31.0,2020-08-13
CH,Appenzell Innerrhoden,AI,,,,,,2020-08-13
