country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,1043.0,15.0,,3.0,,2021-05-12
CH,Obwalden,OW,2341.0,39.0,,0.0,,2021-05-12
CH,Nidwalden,NW,2565.0,23.0,,3.0,1.0,2021-05-12
CH,Glarus,GL,2671.0,74.0,,6.0,1.0,2021-05-12
CH,Uri,UR,3105.0,48.0,,10.0,,2021-05-12
CH,Schaffhausen,SH,4476.0,76.0,,6.0,4.0,2021-05-12
CH,Jura,JU,6589.0,143.0,,6.0,0.0,2021-05-12
CH,Zug,ZG,8166.0,120.0,,2.0,2.0,2021-05-12
CH,Schwyz,SZ,11484.0,225.0,,,,2021-05-12
CH,Basel-Stadt,BS,12490.0,201.0,,28.0,6.0,2021-05-12
CH,Grisons,GR,13127.0,188.0,,10.0,4.0,2021-05-12
CH,Neuchâtel,NE,16917.0,403.0,,13.0,1.0,2021-05-12
CH,Solothurn,SO,17301.0,270.0,,23.0,8.0,2021-05-12
CH,Basel-Landschaft,BL,17662.0,218.0,,18.0,1.0,2021-05-12
CH,Thurgau,TG,18217.0,449.0,,15.0,6.0,2021-05-12
CH,Lucerne,LU,27581.0,,,54.0,,2021-05-12
CH,Fribourg,FR,31435.0,483.0,,17.0,5.0,2021-05-12
CH,Ticino,TI,32696.0,991.0,,30.0,8.0,2021-05-12
CH,Valais,VS,37190.0,667.0,,19.0,7.0,2021-05-12
CH,St. Gallen,SG,40750.0,,,31.0,12.0,2021-05-12
CH,Aargau,AG,46394.0,693.0,,53.0,16.0,2021-05-12
CH,Geneva,GE,52913.0,879.0,,48.0,7.0,2021-05-12
CH,Berne,BE,63265.0,1082.0,,48.0,28.0,2021-05-12
CH,Vaud,VD,81801.0,1008.0,,81.0,15.0,2021-05-12
CH,Zürich,ZH,109074.0,1389.0,,107.0,47.0,2021-05-12
CH,,,664120.0,10769.0,394990.0,654.0,195.0,2021-05-12
CH,Appenzell Ausserrhoden,AR,,,,,,2021-05-12
