country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,15410.0,60.0,,9.0,,2022-03-14
CH,Nidwalden,NW,16661.0,35.0,,11.0,1.0,2022-03-14
CH,Schaffhausen,SH,27222.0,113.0,,20.0,2.0,2022-03-14
CH,Jura,JU,28901.0,244.0,,25.0,0.0,2022-03-14
CH,Zug,ZG,42839.0,159.0,,21.0,3.0,2022-03-14
CH,Basel-Stadt,BS,65211.0,273.0,,117.0,11.0,2022-03-14
CH,Neuchâtel,NE,69241.0,456.0,,31.0,4.0,2022-03-14
CH,Grisons,GR,81510.0,251.0,,22.0,3.0,2022-03-14
CH,Solothurn,SO,96649.0,345.0,739246.0,49.0,4.0,2022-03-14
CH,Basel-Landschaft,BL,103745.0,282.0,,50.0,3.0,2022-03-14
CH,Thurgau,TG,105048.0,642.0,,60.0,3.0,2022-03-14
CH,Ticino,TI,125236.0,1143.0,,98.0,8.0,2022-03-14
CH,Fribourg,FR,130495.0,561.0,,74.0,4.0,2022-03-14
CH,Valais,VS,139832.0,805.0,,110.0,8.0,2022-03-14
CH,Lucerne,LU,160994.0,455.0,,85.0,,2022-03-14
CH,St. Gallen,SG,189919.0,846.0,,59.0,5.0,2022-03-14
CH,Geneva,GE,191025.0,995.0,,437.0,2.0,2022-03-14
CH,Berne,BE,355917.0,1490.0,,212.0,16.0,2022-03-14
CH,Zürich,ZH,518951.0,1730.0,,247.0,52.0,2022-03-14
CH,,,3074781.0,13428.0,977941.0,2142.0,164.0,2022-03-14
CH,Aargau,AG,,,,143.0,6.0,2022-03-14
CH,Appenzell Innerrhoden,AI,,,,,,2022-03-14
CH,Appenzell Ausserrhoden,AR,,,,,,2022-03-14
CH,Glarus,GL,,,,,,2022-03-14
CH,Schwyz,SZ,,,,,,2022-03-14
CH,Uri,UR,,,,,,2022-03-14
CH,Vaud,VD,,,,,,2022-03-14
