country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-05-06
CH,Schaffhausen,SH,76.0,6.0,,3.0,4.0,2020-05-06
CH,Obwalden,OW,79.0,0.0,,0.0,,2020-05-06
CH,Uri,UR,91.0,7.0,,3.0,,2020-05-06
CH,Appenzell Ausserrhoden,AR,97.0,3.0,,5.0,3.0,2020-05-06
CH,Nidwalden,NW,113.0,3.0,,1.0,0.0,2020-05-06
CH,Glarus,GL,125.0,12.0,,2.0,,2020-05-06
CH,Zug,ZG,191.0,8.0,,1.0,2.0,2020-05-06
CH,Jura,JU,193.0,7.0,,5.0,5.0,2020-05-06
CH,Schwyz,SZ,305.0,23.0,,,,2020-05-06
CH,Thurgau,TG,375.0,17.0,,4.0,5.0,2020-05-06
CH,Solothurn,SO,403.0,15.0,,11.0,,2020-05-06
CH,Neuchâtel,NE,700.0,82.0,,19.0,3.0,2020-05-06
CH,St. Gallen,SG,783.0,33.0,,9.0,2.0,2020-05-06
CH,Grisons,GR,818.0,45.0,,14.0,6.0,2020-05-06
CH,Basel-Landschaft,BL,870.0,32.0,,5.0,1.0,2020-05-06
CH,Basel-Stadt,BS,962.0,50.0,,16.0,4.0,2020-05-06
CH,Fribourg,FR,1125.0,80.0,,29.0,5.0,2020-05-06
CH,Aargau,AG,1149.0,42.0,,19.0,5.0,2020-05-06
CH,Berne,BE,1805.0,88.0,,29.0,8.0,2020-05-06
CH,Valais,VS,1890.0,132.0,,38.0,8.0,2020-05-06
CH,Ticino,TI,3245.0,331.0,,94.0,15.0,2020-05-06
CH,Zürich,ZH,3494.0,125.0,,39.0,14.0,2020-05-06
CH,Vaud,VD,5352.0,297.0,,64.0,22.0,2020-05-06
CH,Geneva,GE,203075.0,357.0,28100.0,33.0,14.0,2020-05-06
CH,,,228031.0,1815.0,28742.0,455.0,132.0,2020-05-06
CH,Lucerne,LU,,20.0,,10.0,6.0,2020-05-06
