country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Nidwalden,NW,2734.0,23.0,,0.0,0.0,2021-06-19
CH,Schaffhausen,SH,4793.0,78.0,,,,2021-06-19
CH,Jura,JU,7080.0,136.0,,3.0,0.0,2021-06-19
CH,Zug,ZG,8437.0,121.0,,0.0,1.0,2021-06-19
CH,Schwyz,SZ,12266.0,238.0,,,,2021-06-19
CH,Basel-Stadt,BS,12946.0,205.0,,5.0,4.0,2021-06-19
CH,Grisons,GR,13588.0,192.0,,3.0,0.0,2021-06-19
CH,Neuchâtel,NE,17459.0,404.0,,2.0,0.0,2021-06-19
CH,Basel-Landschaft,BL,18201.0,219.0,,1.0,0.0,2021-06-19
CH,Thurgau,TG,18924.0,457.0,,2.0,3.0,2021-06-19
CH,Lucerne,LU,28873.0,,,,,2021-06-19
CH,Fribourg,FR,32534.0,487.0,,7.0,2.0,2021-06-19
CH,Valais,VS,38084.0,673.0,,2.0,3.0,2021-06-19
CH,St. Gallen,SG,42757.0,,,9.0,2.0,2021-06-19
CH,Aargau,AG,47865.0,704.0,,,,2021-06-19
CH,Geneva,GE,54387.0,880.0,,62.0,0.0,2021-06-19
CH,Berne,BE,65566.0,1100.0,,,,2021-06-19
CH,Vaud,VD,84242.0,1018.0,,23.0,10.0,2021-06-19
CH,Zürich,ZH,112480.0,1414.0,,19.0,19.0,2021-06-19
CH,,,687084.0,10893.0,410173.0,219.0,77.0,2021-06-19
CH,Appenzell Innerrhoden,AI,,,,,,2021-06-19
CH,Appenzell Ausserrhoden,AR,,,,,,2021-06-19
CH,Glarus,GL,,,,0.0,0.0,2021-06-19
CH,Obwalden,OW,,,,,,2021-06-19
CH,Solothurn,SO,,,,,,2021-06-19
CH,Ticino,TI,,,,,,2021-06-19
CH,Uri,UR,,,,,,2021-06-19
