country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Schaffhausen,SH,79.0,6.0,,,,2020-05-31
CH,Obwalden,OW,82.0,0.0,,0.0,,2020-05-31
CH,Uri,UR,93.0,7.0,,0.0,,2020-05-31
CH,Nidwalden,NW,124.0,3.0,,1.0,0.0,2020-05-31
CH,Jura,JU,199.0,0.0,,3.0,1.0,2020-05-31
CH,Zug,ZG,202.0,9.0,,0.0,0.0,2020-05-31
CH,Schwyz,SZ,307.0,23.0,,,,2020-05-31
CH,Thurgau,TG,384.0,18.0,,1.0,0.0,2020-05-31
CH,Neuchâtel,NE,726.0,84.0,,2.0,0.0,2020-05-31
CH,St. Gallen,SG,791.0,,,,,2020-05-31
CH,Grisons,GR,827.0,49.0,,1.0,1.0,2020-05-31
CH,Basel-Landschaft,BL,885.0,34.0,,0.0,0.0,2020-05-31
CH,Basel-Stadt,BS,978.0,50.0,,2.0,3.0,2020-05-31
CH,Fribourg,FR,1164.0,84.0,,2.0,3.0,2020-05-31
CH,Aargau,AG,1213.0,47.0,,,,2020-05-31
CH,Berne,BE,1872.0,92.0,,8.0,1.0,2020-05-31
CH,Valais,VS,1919.0,138.0,,11.0,5.0,2020-05-31
CH,Ticino,TI,3315.0,348.0,,29.0,1.0,2020-05-31
CH,Zürich,ZH,3595.0,133.0,,8.0,3.0,2020-05-31
CH,Geneva,GE,5210.0,282.0,36602.0,2.0,0.0,2020-05-31
CH,Vaud,VD,5449.0,300.0,,21.0,8.0,2020-05-31
CH,,,30824.0,1796.0,37244.0,119.0,35.0,2020-05-31
CH,Appenzell Innerrhoden,AI,,,,,,2020-05-31
CH,Appenzell Ausserrhoden,AR,,,,,,2020-05-31
CH,Glarus,GL,,,,,,2020-05-31
CH,Lucerne,LU,,,,,,2020-05-31
CH,Solothurn,SO,,,,,,2020-05-31
