country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-08-27
CH,Obwalden,OW,105.0,0.0,,3.0,,2020-08-27
CH,Appenzell Ausserrhoden,AR,131.0,3.0,,1.0,0.0,2020-08-27
CH,Nidwalden,NW,133.0,3.0,,0.0,0.0,2020-08-27
CH,Uri,UR,136.0,7.0,,0.0,,2020-08-27
CH,Schaffhausen,SH,161.0,8.0,,1.0,0.0,2020-08-27
CH,Glarus,GL,163.0,13.0,,0.0,,2020-08-27
CH,Jura,JU,259.0,7.0,,3.0,0.0,2020-08-27
CH,Zug,ZG,341.0,9.0,,2.0,1.0,2020-08-27
CH,Schwyz,SZ,484.0,25.0,,,,2020-08-27
CH,Thurgau,TG,570.0,20.0,,1.0,1.0,2020-08-27
CH,Solothurn,SO,666.0,18.0,,3.0,,2020-08-27
CH,Neuchâtel,NE,864.0,85.0,,0.0,0.0,2020-08-27
CH,Grisons,GR,994.0,50.0,,0.0,0.0,2020-08-27
CH,Lucerne,LU,1014.0,21.0,,7.0,3.0,2020-08-27
CH,Basel-Landschaft,BL,1064.0,34.0,,2.0,1.0,2020-08-27
CH,Basel-Stadt,BS,1196.0,53.0,,4.0,1.0,2020-08-27
CH,St. Gallen,SG,1230.0,,,1.0,3.0,2020-08-27
CH,Fribourg,FR,1644.0,85.0,,2.0,0.0,2020-08-27
CH,Aargau,AG,2056.0,52.0,,4.0,3.0,2020-08-27
CH,Valais,VS,2324.0,139.0,,11.0,0.0,2020-08-27
CH,Berne,BE,2487.0,94.0,,3.0,1.0,2020-08-27
CH,Ticino,TI,3531.0,350.0,,1.0,0.0,2020-08-27
CH,Zürich,ZH,5833.0,141.0,,11.0,7.0,2020-08-27
CH,Vaud,VD,6979.0,306.0,,22.0,5.0,2020-08-27
CH,Geneva,GE,201229.0,379.0,,16.0,0.0,2020-08-27
CH,,,235619.0,1943.0,67515.0,100.0,26.0,2020-08-27
