country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,899.0,15.0,,0.0,,2021-03-22
CH,Obwalden,OW,1984.0,39.0,,3.0,,2021-03-22
CH,Nidwalden,NW,2107.0,19.0,,2.0,1.0,2021-03-22
CH,Glarus,GL,2264.0,71.0,,3.0,0.0,2021-03-22
CH,Schaffhausen,SH,3788.0,73.0,,5.0,1.0,2021-03-22
CH,Jura,JU,5824.0,113.0,,1.0,0.0,2021-03-22
CH,Zug,ZG,6930.0,114.0,,8.0,0.0,2021-03-22
CH,Schwyz,SZ,9891.0,216.0,,,,2021-03-22
CH,Basel-Stadt,BS,10337.0,193.0,,27.0,7.0,2021-03-22
CH,Grisons,GR,11229.0,179.0,,16.0,2.0,2021-03-22
CH,Solothurn,SO,14454.0,257.0,140549.0,13.0,4.0,2021-03-22
CH,Basel-Landschaft,BL,14697.0,209.0,,14.0,1.0,2021-03-22
CH,Neuchâtel,NE,14867.0,397.0,,19.0,3.0,2021-03-22
CH,Thurgau,TG,15830.0,426.0,,15.0,2.0,2021-03-22
CH,Lucerne,LU,23084.0,,,43.0,,2021-03-22
CH,Fribourg,FR,28409.0,470.0,,20.0,7.0,2021-03-22
CH,Ticino,TI,29388.0,971.0,,67.0,6.0,2021-03-22
CH,Valais,VS,32822.0,650.0,,40.0,5.0,2021-03-22
CH,St. Gallen,SG,35610.0,687.0,,27.0,8.0,2021-03-22
CH,Aargau,AG,39113.0,650.0,,47.0,19.0,2021-03-22
CH,Geneva,GE,46088.0,764.0,,69.0,7.0,2021-03-22
CH,Berne,BE,55037.0,1043.0,,,,2021-03-22
CH,Vaud,VD,71771.0,964.0,,146.0,33.0,2021-03-22
CH,Zürich,ZH,91974.0,1320.0,,118.0,26.0,2021-03-22
CH,,,573173.0,10230.0,348189.0,790.0,171.0,2021-03-22
CH,Appenzell Ausserrhoden,AR,,,,,,2021-03-22
CH,Uri,UR,,,,,,2021-03-22
