country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,11.0,0.0,,,,2020-03-26
CH,Obwalden,OW,30.0,0.0,,3.0,,2020-03-26
CH,Schaffhausen,SH,36.0,0.0,,6.0,1.0,2020-03-26
CH,Uri,UR,38.0,,,4.0,,2020-03-26
CH,Appenzell Ausserrhoden,AR,42.0,2.0,,,,2020-03-26
CH,Glarus,GL,43.0,0.0,,2.0,,2020-03-26
CH,Nidwalden,NW,48.0,,,2.0,,2020-03-26
CH,Zug,ZG,87.0,0.0,,9.0,1.0,2020-03-26
CH,Jura,JU,97.0,0.0,,20.0,5.0,2020-03-26
CH,Schwyz,SZ,107.0,0.0,,,,2020-03-26
CH,Thurgau,TG,117.0,2.0,,8.0,6.0,2020-03-26
CH,Solothurn,SO,141.0,1.0,,,,2020-03-26
CH,Lucerne,LU,256.0,3.0,,,,2020-03-26
CH,Neuchâtel,NE,299.0,12.0,,33.0,9.0,2020-03-26
CH,Fribourg,FR,309.0,11.0,,39.0,5.0,2020-03-26
CH,St. Gallen,SG,351.0,1.0,,,,2020-03-26
CH,Aargau,AG,367.0,3.0,,28.0,10.0,2020-03-26
CH,Grisons,GR,433.0,8.0,,41.0,11.0,2020-03-26
CH,Basel-Landschaft,BL,492.0,5.0,,59.0,9.0,2020-03-26
CH,Basel-Stadt,BS,501.0,12.0,,67.0,8.0,2020-03-26
CH,Berne,BE,740.0,9.0,,,,2020-03-26
CH,Valais,VS,862.0,13.0,,112.0,19.0,2020-03-26
CH,Ticino,TI,1401.0,67.0,,298.0,60.0,2020-03-26
CH,Zürich,ZH,1488.0,13.0,,156.0,0.0,2020-03-26
CH,Geneva,GE,2107.0,24.0,9520.0,204.0,50.0,2020-03-26
CH,Vaud,VD,2943.0,52.0,,306.0,60.0,2020-03-26
CH,,,13346.0,238.0,10162.0,1405.0,254.0,2020-03-26
