country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-04-27
CH,Schaffhausen,SH,74.0,6.0,,3.0,3.0,2020-04-27
CH,Obwalden,OW,75.0,0.0,,0.0,,2020-04-27
CH,Uri,UR,83.0,5.0,,4.0,,2020-04-27
CH,Appenzell Ausserrhoden,AR,94.0,3.0,,0.0,2.0,2020-04-27
CH,Nidwalden,NW,110.0,3.0,,2.0,0.0,2020-04-27
CH,Glarus,GL,121.0,7.0,,3.0,,2020-04-27
CH,Zug,ZG,185.0,8.0,,4.0,3.0,2020-04-27
CH,Jura,JU,189.0,6.0,,7.0,4.0,2020-04-27
CH,Schwyz,SZ,293.0,18.0,,,,2020-04-27
CH,Thurgau,TG,362.0,17.0,,6.0,8.0,2020-04-27
CH,Solothurn,SO,382.0,15.0,,13.0,,2020-04-27
CH,Lucerne,LU,658.0,18.0,,14.0,7.0,2020-04-27
CH,Neuchâtel,NE,672.0,78.0,,25.0,3.0,2020-04-27
CH,St. Gallen,SG,764.0,31.0,,31.0,2.0,2020-04-27
CH,Grisons,GR,807.0,45.0,,21.0,8.0,2020-04-27
CH,Basel-Landschaft,BL,859.0,29.0,,15.0,1.0,2020-04-27
CH,Basel-Stadt,BS,941.0,46.0,,21.0,6.0,2020-04-27
CH,Fribourg,FR,1049.0,78.0,,50.0,5.0,2020-04-27
CH,Aargau,AG,1098.0,38.0,,27.0,15.0,2020-04-27
CH,Berne,BE,1734.0,85.0,,40.0,7.0,2020-04-27
CH,Valais,VS,1842.0,120.0,,50.0,14.0,2020-04-27
CH,Ticino,TI,3169.0,311.0,,154.0,34.0,2020-04-27
CH,Zürich,ZH,3386.0,121.0,,40.0,33.0,2020-04-27
CH,Geneva,GE,4767.0,266.0,24830.0,90.0,23.0,2020-04-27
CH,Vaud,VD,5234.0,283.0,,133.0,34.0,2020-04-27
CH,,,28973.0,1637.0,25472.0,755.0,212.0,2020-04-27
