country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Obwalden,OW,16814.0,61.0,,2.0,,2022-04-14
CH,Nidwalden,NW,18293.0,36.0,,2.0,1.0,2022-04-14
CH,Schaffhausen,SH,31595.0,126.0,,,,2022-04-14
CH,Zug,ZG,49171.0,167.0,,12.0,0.0,2022-04-14
CH,Neuchâtel,NE,75337.0,461.0,,24.0,0.0,2022-04-14
CH,Basel-Stadt,BS,81133.0,282.0,,83.0,7.0,2022-04-14
CH,Solothurn,SO,113484.0,362.0,,18.0,2.0,2022-04-14
CH,Thurgau,TG,118281.0,668.0,,28.0,1.0,2022-04-14
CH,Basel-Landschaft,BL,123510.0,294.0,,27.0,0.0,2022-04-14
CH,Fribourg,FR,141179.0,571.0,,29.0,2.0,2022-04-14
CH,Ticino,TI,144585.0,1173.0,,88.0,3.0,2022-04-14
CH,Valais,VS,148469.0,814.0,,68.0,2.0,2022-04-14
CH,Lucerne,LU,177651.0,,,40.0,,2022-04-14
CH,Geneva,GE,207386.0,,,411.0,4.0,2022-04-14
CH,St. Gallen,SG,210523.0,,,21.0,6.0,2022-04-14
CH,Zürich,ZH,617455.0,1782.0,,172.0,27.0,2022-04-14
CH,,,3422449.0,13636.0,1020797.0,1728.0,108.0,2022-04-14
CH,Aargau,AG,,,,,,2022-04-14
CH,Appenzell Innerrhoden,AI,,,,,,2022-04-14
CH,Appenzell Ausserrhoden,AR,,,,,,2022-04-14
CH,Berne,BE,,,,,,2022-04-14
CH,Glarus,GL,,,,,,2022-04-14
CH,Grisons,GR,,,,,,2022-04-14
CH,Jura,JU,,,,,,2022-04-14
CH,Schwyz,SZ,,,,,,2022-04-14
CH,Uri,UR,,,,,,2022-04-14
CH,Vaud,VD,,,,,,2022-04-14
