country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-09-08
CH,Obwalden,OW,107.0,0.0,,0.0,,2020-09-08
CH,Nidwalden,NW,138.0,3.0,,0.0,1.0,2020-09-08
CH,Uri,UR,138.0,7.0,,0.0,,2020-09-08
CH,Glarus,GL,166.0,13.0,,0.0,0.0,2020-09-08
CH,Schaffhausen,SH,175.0,8.0,,0.0,0.0,2020-09-08
CH,Jura,JU,276.0,0.0,,9.0,0.0,2020-09-08
CH,Zug,ZG,384.0,9.0,,0.0,0.0,2020-09-08
CH,Schwyz,SZ,511.0,25.0,,,,2020-09-08
CH,Thurgau,TG,608.0,20.0,,2.0,1.0,2020-09-08
CH,Solothurn,SO,735.0,18.0,,1.0,,2020-09-08
CH,Neuchâtel,NE,932.0,86.0,,2.0,0.0,2020-09-08
CH,Grisons,GR,1028.0,50.0,,1.0,0.0,2020-09-08
CH,Lucerne,LU,1077.0,21.0,,5.0,1.0,2020-09-08
CH,Basel-Landschaft,BL,1122.0,35.0,,0.0,0.0,2020-09-08
CH,Basel-Stadt,BS,1254.0,54.0,,2.0,1.0,2020-09-08
CH,St. Gallen,SG,1353.0,41.0,,6.0,1.0,2020-09-08
CH,Fribourg,FR,1933.0,88.0,,6.0,0.0,2020-09-08
CH,Aargau,AG,2262.0,52.0,,5.0,3.0,2020-09-08
CH,Valais,VS,2421.0,139.0,,16.0,0.0,2020-09-08
CH,Berne,BE,2733.0,94.0,,4.0,2.0,2020-09-08
CH,Ticino,TI,3565.0,350.0,,0.0,0.0,2020-09-08
CH,Zürich,ZH,6643.0,146.0,,20.0,11.0,2020-09-08
CH,Geneva,GE,7249.0,289.0,,13.0,0.0,2020-09-08
CH,Vaud,VD,8107.0,308.0,,32.0,3.0,2020-09-08
CH,,,45081.0,1859.0,72603.0,126.0,24.0,2020-09-08
CH,Appenzell Ausserrhoden,AR,,,,,,2020-09-08
