country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,853.0,15.0,,1.0,,2021-02-10
CH,Uri,UR,1743.0,37.0,,5.0,,2021-02-10
CH,Obwalden,OW,1795.0,37.0,,4.0,,2021-02-10
CH,Nidwalden,NW,1930.0,17.0,,4.0,2.0,2021-02-10
CH,Glarus,GL,2138.0,66.0,,9.0,1.0,2021-02-10
CH,Schaffhausen,SH,3522.0,65.0,,1.0,0.0,2021-02-10
CH,Jura,JU,5417.0,131.0,,18.0,3.0,2021-02-10
CH,Zug,ZG,6269.0,112.0,,4.0,2.0,2021-02-10
CH,Schwyz,SZ,9293.0,211.0,,,,2021-02-10
CH,Basel-Stadt,BS,9587.0,188.0,,30.0,9.0,2021-02-10
CH,Grisons,GR,10328.0,170.0,,13.0,6.0,2021-02-10
CH,Solothurn,SO,13032.0,245.0,,12.0,7.0,2021-02-10
CH,Basel-Landschaft,BL,13222.0,205.0,,12.0,3.0,2021-02-10
CH,Neuchâtel,NE,13471.0,367.0,,28.0,4.0,2021-02-10
CH,Thurgau,TG,14534.0,406.0,,9.0,14.0,2021-02-10
CH,Lucerne,LU,21218.0,296.0,,56.0,,2021-02-10
CH,Fribourg,FR,26509.0,457.0,,20.0,7.0,2021-02-10
CH,Ticino,TI,27245.0,949.0,,77.0,16.0,2021-02-10
CH,Valais,VS,30352.0,623.0,,81.0,14.0,2021-02-10
CH,St. Gallen,SG,33361.0,660.0,,34.0,16.0,2021-02-10
CH,Aargau,AG,35617.0,627.0,,47.0,12.0,2021-02-10
CH,Berne,BE,51296.0,999.0,,92.0,20.0,2021-02-10
CH,Vaud,VD,65361.0,903.0,,177.0,47.0,2021-02-10
CH,Zürich,ZH,84642.0,1232.0,,154.0,49.0,2021-02-10
CH,Geneva,GE,165865.0,846.0,,84.0,9.0,2021-02-10
CH,,,651467.0,9914.0,314476.0,995.0,257.0,2021-02-10
CH,Appenzell Ausserrhoden,AR,,,,,,2021-02-10
