country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,52127.0,,,,2022-03-06
BE,Wallonia,Luxembourg,95792.0,,25.0,4.0,2022-03-06
BE,Wallonia,BrabantWallon,136540.0,,16.0,5.0,2022-03-06
BE,Wallonia,Namur,162707.0,,65.0,12.0,2022-03-06
BE,Flanders,Limburg,256700.0,,137.0,7.0,2022-03-06
BE,Flanders,VlaamsBrabant,333472.0,,166.0,25.0,2022-03-06
BE,Wallonia,Liège,349392.0,,191.0,19.0,2022-03-06
BE,Flanders,WestVlaanderen,374728.0,,256.0,20.0,2022-03-06
BE,Brussels,Brussels,415668.0,,228.0,36.0,2022-03-06
BE,Wallonia,Hainaut,419529.0,,241.0,27.0,2022-03-06
BE,Flanders,OostVlaanderen,462719.0,,285.0,18.0,2022-03-06
BE,Flanders,Antwerpen,546370.0,,370.0,35.0,2022-03-06
