country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,63975.0,,,,2023-05-12
BE,Wallonia,Luxembourg,127355.0,,7.0,1.0,2023-05-12
BE,Wallonia,BrabantWallon,175637.0,,8.0,0.0,2023-05-12
BE,Wallonia,Namur,205758.0,,22.0,0.0,2023-05-12
BE,Flanders,Limburg,354848.0,,42.0,1.0,2023-05-12
BE,Wallonia,Liège,426325.0,,54.0,8.0,2023-05-12
BE,Flanders,VlaamsBrabant,469887.0,,42.0,2.0,2023-05-12
BE,Brussels,Brussels,508799.0,,110.0,6.0,2023-05-12
BE,Flanders,WestVlaanderen,512288.0,,45.0,3.0,2023-05-12
BE,Wallonia,Hainaut,526656.0,,97.0,8.0,2023-05-12
BE,Flanders,OostVlaanderen,653181.0,,84.0,1.0,2023-05-12
BE,Flanders,Antwerpen,773458.0,,78.0,0.0,2023-05-12
BE,Wallonia,,,68.0,,,2023-05-12
