country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1547.0,,,,2020-07-27
BE,Wallonia,Luxembourg,1584.0,,2.0,0.0,2020-07-27
BE,Wallonia,BrabantWallon,1630.0,,1.0,0.0,2020-07-27
BE,Wallonia,Namur,2473.0,,3.0,0.0,2020-07-27
BE,Flanders,VlaamsBrabant,5803.0,,6.0,2.0,2020-07-27
BE,Brussels,Brussels,6914.0,,32.0,12.0,2020-07-27
BE,Flanders,Limburg,7014.0,,20.0,3.0,2020-07-27
BE,Flanders,OostVlaanderen,7291.0,,19.0,1.0,2020-07-27
BE,Wallonia,Liège,7423.0,,14.0,6.0,2020-07-27
BE,Wallonia,Hainaut,7463.0,,20.0,5.0,2020-07-27
BE,Flanders,WestVlaanderen,7552.0,,50.0,7.0,2020-07-27
BE,Flanders,Antwerpen,10873.0,,55.0,16.0,2020-07-27
