country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,19496.0,,,,2021-05-16
BE,Wallonia,Luxembourg,28857.0,,0.0,0.0,2021-05-16
BE,Wallonia,BrabantWallon,39159.0,,0.0,0.0,2021-05-16
BE,Flanders,Limburg,57699.0,,0.0,0.0,2021-05-16
BE,Wallonia,Namur,57843.0,,0.0,0.0,2021-05-16
BE,Flanders,VlaamsBrabant,78062.0,,0.0,0.0,2021-05-16
BE,Flanders,WestVlaanderen,92186.0,,0.0,0.0,2021-05-16
BE,Flanders,OostVlaanderen,117720.0,,0.0,0.0,2021-05-16
BE,Wallonia,Liège,125366.0,,0.0,0.0,2021-05-16
BE,Brussels,Brussels,127117.0,,0.0,0.0,2021-05-16
BE,Flanders,Antwerpen,132594.0,,0.0,0.0,2021-05-16
BE,Wallonia,Hainaut,152426.0,,0.0,0.0,2021-05-16
