country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,61841.0,,,,2022-10-19
BE,Wallonia,Luxembourg,123203.0,,0.0,0.0,2022-10-19
BE,Wallonia,BrabantWallon,169288.0,,0.0,0.0,2022-10-19
BE,Wallonia,Namur,198150.0,,0.0,0.0,2022-10-19
BE,Flanders,Limburg,340353.0,,0.0,0.0,2022-10-19
BE,Wallonia,Liège,413216.0,,0.0,0.0,2022-10-19
BE,Flanders,VlaamsBrabant,450232.0,,0.0,0.0,2022-10-19
BE,Flanders,WestVlaanderen,486794.0,,0.0,0.0,2022-10-19
BE,Brussels,Brussels,494545.0,,0.0,0.0,2022-10-19
BE,Wallonia,Hainaut,505530.0,,0.0,0.0,2022-10-19
BE,Flanders,OostVlaanderen,623223.0,,0.0,0.0,2022-10-19
BE,Flanders,Antwerpen,742413.0,,0.0,0.0,2022-10-19
