country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,29260.0,,,,2021-11-26
BE,Wallonia,Luxembourg,45527.0,,67.0,18.0,2021-11-26
BE,Wallonia,BrabantWallon,65230.0,,40.0,8.0,2021-11-26
BE,Wallonia,Namur,84845.0,,115.0,29.0,2021-11-26
BE,Flanders,Limburg,110303.0,,288.0,58.0,2021-11-26
BE,Flanders,VlaamsBrabant,145614.0,,182.0,40.0,2021-11-26
BE,Flanders,WestVlaanderen,173389.0,,452.0,88.0,2021-11-26
BE,Wallonia,Liège,197047.0,,441.0,77.0,2021-11-26
BE,Brussels,Brussels,208330.0,,432.0,84.0,2021-11-26
BE,Flanders,OostVlaanderen,208386.0,,514.0,99.0,2021-11-26
BE,Wallonia,Hainaut,212269.0,,451.0,79.0,2021-11-26
BE,Flanders,Antwerpen,247344.0,,511.0,102.0,2021-11-26
