country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,22570.0,,,,2021-08-19
BE,Wallonia,Luxembourg,31325.0,,0.0,0.0,2021-08-19
BE,Wallonia,BrabantWallon,44714.0,,0.0,0.0,2021-08-19
BE,Wallonia,Namur,61264.0,,0.0,0.0,2021-08-19
BE,Flanders,Limburg,65253.0,,0.0,0.0,2021-08-19
BE,Flanders,VlaamsBrabant,90960.0,,0.0,0.0,2021-08-19
BE,Flanders,WestVlaanderen,103843.0,,0.0,0.0,2021-08-19
BE,Flanders,OostVlaanderen,132277.0,,0.0,0.0,2021-08-19
BE,Wallonia,Liège,136176.0,,0.0,0.0,2021-08-19
BE,Brussels,Brussels,148447.0,,0.0,0.0,2021-08-19
BE,Flanders,Antwerpen,153108.0,,0.0,0.0,2021-08-19
BE,Wallonia,Hainaut,165274.0,,0.0,0.0,2021-08-19
