country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,428.0,,,,2020-04-05
BE,Wallonia,BrabantWallon,592.0,,63.0,19.0,2020-04-05
BE,Wallonia,Luxembourg,702.0,,119.0,28.0,2020-04-05
BE,Wallonia,Namur,730.0,,151.0,41.0,2020-04-05
BE,Flanders,VlaamsBrabant,2376.0,,313.0,71.0,2020-04-05
BE,Flanders,WestVlaanderen,2442.0,,661.0,128.0,2020-04-05
BE,Wallonia,Hainaut,2496.0,,728.0,149.0,2020-04-05
BE,Brussels,Brussels,2518.0,,899.0,203.0,2020-04-05
BE,Wallonia,Liège,2643.0,,603.0,152.0,2020-04-05
BE,Flanders,Limburg,2721.0,,485.0,103.0,2020-04-05
BE,Flanders,OostVlaanderen,2727.0,,659.0,151.0,2020-04-05
BE,Flanders,Antwerpen,2877.0,,939.0,222.0,2020-04-05
