country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,1926.0,,0.0,0.0,2020-09-09
BE,MISSING,MISSING,2299.0,,,,2020-09-09
BE,Wallonia,BrabantWallon,2342.0,,2.0,0.0,2020-09-09
BE,Wallonia,Namur,3239.0,,4.0,1.0,2020-09-09
BE,Flanders,VlaamsBrabant,7552.0,,6.0,2.0,2020-09-09
BE,Flanders,Limburg,8152.0,,6.0,0.0,2020-09-09
BE,Flanders,WestVlaanderen,8705.0,,10.0,0.0,2020-09-09
BE,Wallonia,Hainaut,9335.0,,18.0,4.0,2020-09-09
BE,Flanders,OostVlaanderen,9394.0,,31.0,4.0,2020-09-09
BE,Wallonia,Liège,9806.0,,28.0,8.0,2020-09-09
BE,Brussels,Brussels,12178.0,,88.0,23.0,2020-09-09
BE,Flanders,Antwerpen,16936.0,,57.0,18.0,2020-09-09
