country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,32061.0,,,,2021-12-16
BE,Wallonia,Luxembourg,52577.0,,66.0,16.0,2021-12-16
BE,Wallonia,BrabantWallon,75855.0,,25.0,8.0,2021-12-16
BE,Wallonia,Namur,95941.0,,164.0,42.0,2021-12-16
BE,Flanders,Limburg,132433.0,,209.0,59.0,2021-12-16
BE,Flanders,VlaamsBrabant,172450.0,,179.0,55.0,2021-12-16
BE,Flanders,WestVlaanderen,206294.0,,351.0,102.0,2021-12-16
BE,Wallonia,Liège,217262.0,,382.0,92.0,2021-12-16
BE,Brussels,Brussels,232562.0,,389.0,108.0,2021-12-16
BE,Wallonia,Hainaut,240541.0,,382.0,97.0,2021-12-16
BE,Flanders,OostVlaanderen,247767.0,,393.0,108.0,2021-12-16
BE,Flanders,Antwerpen,289009.0,,430.0,102.0,2021-12-16
