country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,54925.0,,,,2022-04-09
BE,Wallonia,Luxembourg,104089.0,,0.0,0.0,2022-04-09
BE,Wallonia,BrabantWallon,144465.0,,0.0,0.0,2022-04-09
BE,Wallonia,Namur,170451.0,,0.0,0.0,2022-04-09
BE,Flanders,Limburg,292721.0,,0.0,0.0,2022-04-09
BE,Wallonia,Liège,363790.0,,0.0,0.0,2022-04-09
BE,Flanders,VlaamsBrabant,376632.0,,0.0,0.0,2022-04-09
BE,Flanders,WestVlaanderen,416035.0,,0.0,0.0,2022-04-09
BE,Brussels,Brussels,436100.0,,0.0,0.0,2022-04-09
BE,Wallonia,Hainaut,438104.0,,0.0,0.0,2022-04-09
BE,Flanders,OostVlaanderen,521655.0,,0.0,0.0,2022-04-09
BE,Flanders,Antwerpen,627780.0,,0.0,0.0,2022-04-09
