country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,62877.0,,,,2023-01-08
BE,Wallonia,BrabantWallon,172777.0,,0.0,0.0,2023-01-08
BE,Wallonia,Namur,201684.0,,0.0,0.0,2023-01-08
BE,Flanders,Limburg,346697.0,,0.0,0.0,2023-01-08
BE,Wallonia,Liège,419295.0,,0.0,0.0,2023-01-08
BE,Flanders,VlaamsBrabant,458678.0,,0.0,0.0,2023-01-08
BE,Flanders,WestVlaanderen,495264.0,,0.0,0.0,2023-01-08
BE,Brussels,Brussels,503156.0,,0.0,0.0,2023-01-08
BE,Wallonia,Hainaut,515707.0,,0.0,0.0,2023-01-08
BE,Flanders,OostVlaanderen,634520.0,,0.0,0.0,2023-01-08
BE,Flanders,Antwerpen,754917.0,,0.0,0.0,2023-01-08
BE,Wallonia,Luxembourg,,,0.0,0.0,2023-01-08
