country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1065.0,,,,2020-04-30
BE,Wallonia,Luxembourg,1272.0,,0.0,0.0,2020-04-30
BE,Wallonia,BrabantWallon,1287.0,,0.0,0.0,2020-04-30
BE,Wallonia,Namur,1935.0,,0.0,0.0,2020-04-30
BE,Flanders,VlaamsBrabant,4759.0,,0.0,0.0,2020-04-30
BE,Brussels,Brussels,5184.0,,0.0,0.0,2020-04-30
BE,Flanders,WestVlaanderen,5385.0,,0.0,0.0,2020-04-30
BE,Flanders,Limburg,5454.0,,0.0,0.0,2020-04-30
BE,Flanders,OostVlaanderen,5762.0,,0.0,0.0,2020-04-30
BE,Wallonia,Hainaut,5855.0,,0.0,0.0,2020-04-30
BE,Wallonia,Liège,6169.0,,0.0,0.0,2020-04-30
BE,Flanders,Antwerpen,6398.0,,0.0,0.0,2020-04-30
