country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1327.0,,,,2020-05-31
BE,Wallonia,Luxembourg,1396.0,,0.0,0.0,2020-05-31
BE,Wallonia,BrabantWallon,1470.0,,0.0,0.0,2020-05-31
BE,Wallonia,Namur,2316.0,,0.0,0.0,2020-05-31
BE,Flanders,VlaamsBrabant,5307.0,,0.0,0.0,2020-05-31
BE,Brussels,Brussels,5981.0,,0.0,0.0,2020-05-31
BE,Flanders,Limburg,6256.0,,0.0,0.0,2020-05-31
BE,Flanders,WestVlaanderen,6601.0,,0.0,0.0,2020-05-31
BE,Flanders,OostVlaanderen,6633.0,,0.0,0.0,2020-05-31
BE,Wallonia,Hainaut,6735.0,,0.0,0.0,2020-05-31
BE,Wallonia,Liège,6833.0,,0.0,0.0,2020-05-31
BE,Flanders,Antwerpen,8109.0,,0.0,0.0,2020-05-31
