country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1035.0,,,,2020-04-28
BE,Wallonia,Luxembourg,1260.0,,64.0,12.0,2020-04-28
BE,Wallonia,BrabantWallon,1274.0,,36.0,12.0,2020-04-28
BE,Wallonia,Namur,1879.0,,134.0,27.0,2020-04-28
BE,Flanders,VlaamsBrabant,4690.0,,176.0,35.0,2020-04-28
BE,Brussels,Brussels,5055.0,,651.0,147.0,2020-04-28
BE,Flanders,WestVlaanderen,5275.0,,443.0,78.0,2020-04-28
BE,Flanders,Limburg,5349.0,,295.0,72.0,2020-04-28
BE,Flanders,OostVlaanderen,5663.0,,424.0,111.0,2020-04-28
BE,Wallonia,Hainaut,5753.0,,543.0,83.0,2020-04-28
BE,Wallonia,Liège,6080.0,,364.0,85.0,2020-04-28
BE,Flanders,Antwerpen,6104.0,,603.0,135.0,2020-04-28
