country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,29685.0,,,,2021-11-29
BE,Wallonia,Luxembourg,46537.0,,0.0,0.0,2021-11-29
BE,Wallonia,BrabantWallon,66590.0,,0.0,0.0,2021-11-29
BE,Wallonia,Namur,86469.0,,0.0,0.0,2021-11-29
BE,Flanders,Limburg,113820.0,,0.0,0.0,2021-11-29
BE,Flanders,VlaamsBrabant,150147.0,,0.0,0.0,2021-11-29
BE,Flanders,WestVlaanderen,179729.0,,0.0,0.0,2021-11-29
BE,Wallonia,Liège,199940.0,,0.0,0.0,2021-11-29
BE,Brussels,Brussels,211931.0,,0.0,0.0,2021-11-29
BE,Flanders,OostVlaanderen,215820.0,,0.0,0.0,2021-11-29
BE,Wallonia,Hainaut,215875.0,,0.0,0.0,2021-11-29
BE,Flanders,Antwerpen,254895.0,,0.0,0.0,2021-11-29
