country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,48175.0,,,,2022-02-03
BE,Wallonia,Luxembourg,86528.0,,0.0,0.0,2022-02-03
BE,Wallonia,BrabantWallon,126927.0,,0.0,0.0,2022-02-03
BE,Wallonia,Namur,150340.0,,0.0,0.0,2022-02-03
BE,Flanders,Limburg,228332.0,,0.0,0.0,2022-02-03
BE,Flanders,VlaamsBrabant,302002.0,,0.0,0.0,2022-02-03
BE,Wallonia,Liège,328069.0,,0.0,0.0,2022-02-03
BE,Flanders,WestVlaanderen,343825.0,,0.0,0.0,2022-02-03
BE,Wallonia,Hainaut,390294.0,,0.0,0.0,2022-02-03
BE,Brussels,Brussels,393084.0,,0.0,0.0,2022-02-03
BE,Flanders,OostVlaanderen,421386.0,,0.0,0.0,2022-02-03
BE,Flanders,Antwerpen,489586.0,,0.0,0.0,2022-02-03
