country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,27433.0,,,,2021-11-14
BE,Wallonia,Luxembourg,40588.0,,49.0,8.0,2021-11-14
BE,Wallonia,BrabantWallon,58864.0,,38.0,7.0,2021-11-14
BE,Wallonia,Namur,76439.0,,96.0,25.0,2021-11-14
BE,Flanders,Limburg,89996.0,,149.0,41.0,2021-11-14
BE,Flanders,VlaamsBrabant,124280.0,,142.0,32.0,2021-11-14
BE,Flanders,WestVlaanderen,141036.0,,414.0,63.0,2021-11-14
BE,Flanders,OostVlaanderen,170425.0,,269.0,66.0,2021-11-14
BE,Wallonia,Liège,180692.0,,357.0,62.0,2021-11-14
BE,Brussels,Brussels,194642.0,,338.0,62.0,2021-11-14
BE,Wallonia,Hainaut,194720.0,,304.0,59.0,2021-11-14
BE,Flanders,Antwerpen,208017.0,,340.0,82.0,2021-11-14
