country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,3765.0,,,,2020-10-09
BE,Wallonia,Luxembourg,3931.0,,0.0,0.0,2020-10-09
BE,Wallonia,BrabantWallon,6372.0,,0.0,0.0,2020-10-09
BE,Wallonia,Namur,7134.0,,0.0,0.0,2020-10-09
BE,Flanders,Limburg,10275.0,,0.0,0.0,2020-10-09
BE,Flanders,WestVlaanderen,12356.0,,0.0,0.0,2020-10-09
BE,Flanders,VlaamsBrabant,14160.0,,0.0,0.0,2020-10-09
BE,Flanders,OostVlaanderen,14792.0,,0.0,0.0,2020-10-09
BE,Wallonia,Hainaut,19138.0,,0.0,0.0,2020-10-09
BE,Wallonia,Liège,21494.0,,0.0,0.0,2020-10-09
BE,Flanders,Antwerpen,26823.0,,0.0,0.0,2020-10-09
BE,Brussels,Brussels,28077.0,,0.0,0.0,2020-10-09
