country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,63044.0,,,,2023-02-06
BE,Wallonia,Luxembourg,125529.0,,0.0,0.0,2023-02-06
BE,Wallonia,BrabantWallon,173131.0,,0.0,0.0,2023-02-06
BE,Wallonia,Namur,201942.0,,0.0,0.0,2023-02-06
BE,Flanders,Limburg,348101.0,,0.0,0.0,2023-02-06
BE,Wallonia,Liège,419862.0,,0.0,0.0,2023-02-06
BE,Flanders,VlaamsBrabant,460423.0,,0.0,0.0,2023-02-06
BE,Flanders,WestVlaanderen,497687.0,,0.0,0.0,2023-02-06
BE,Brussels,Brussels,503899.0,,0.0,0.0,2023-02-06
BE,Wallonia,Hainaut,516733.0,,0.0,0.0,2023-02-06
BE,Flanders,OostVlaanderen,637463.0,,0.0,0.0,2023-02-06
BE,Flanders,Antwerpen,758335.0,,0.0,0.0,2023-02-06
