country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,54286.0,,,,2022-03-31
BE,Wallonia,Luxembourg,102235.0,,45.0,1.0,2022-03-31
BE,Wallonia,BrabantWallon,142021.0,,28.0,2.0,2022-03-31
BE,Wallonia,Namur,168126.0,,77.0,7.0,2022-03-31
BE,Flanders,Limburg,286070.0,,239.0,7.0,2022-03-31
BE,Wallonia,Liège,359832.0,,191.0,8.0,2022-03-31
BE,Flanders,VlaamsBrabant,366922.0,,278.0,18.0,2022-03-31
BE,Flanders,WestVlaanderen,406119.0,,493.0,25.0,2022-03-31
BE,Brussels,Brussels,430730.0,,247.0,24.0,2022-03-31
BE,Wallonia,Hainaut,432424.0,,260.0,18.0,2022-03-31
BE,Flanders,OostVlaanderen,508173.0,,540.0,32.0,2022-03-31
BE,Flanders,Antwerpen,611832.0,,581.0,30.0,2022-03-31
