country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,60340.0,,,,2022-08-10
BE,Wallonia,Luxembourg,117538.0,,16.0,1.0,2022-08-10
BE,Wallonia,BrabantWallon,163616.0,,29.0,1.0,2022-08-10
BE,Wallonia,Namur,190260.0,,58.0,5.0,2022-08-10
BE,Flanders,Limburg,328008.0,,63.0,3.0,2022-08-10
BE,Wallonia,Liège,400527.0,,151.0,12.0,2022-08-10
BE,Flanders,VlaamsBrabant,435033.0,,103.0,11.0,2022-08-10
BE,Flanders,WestVlaanderen,471184.0,,185.0,11.0,2022-08-10
BE,Brussels,Brussels,483359.0,,193.0,19.0,2022-08-10
BE,Wallonia,Hainaut,489565.0,,202.0,19.0,2022-08-10
BE,Flanders,OostVlaanderen,603160.0,,216.0,17.0,2022-08-10
BE,Flanders,Antwerpen,716413.0,,178.0,12.0,2022-08-10
