country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,59367.0,,,,2022-07-16
BE,Wallonia,Luxembourg,114878.0,,24.0,2.0,2022-07-16
BE,Wallonia,BrabantWallon,160521.0,,39.0,1.0,2022-07-16
BE,Wallonia,Namur,186496.0,,71.0,3.0,2022-07-16
BE,Flanders,Limburg,321851.0,,121.0,2.0,2022-07-16
BE,Wallonia,Liège,392804.0,,222.0,15.0,2022-07-16
BE,Flanders,VlaamsBrabant,426527.0,,119.0,9.0,2022-07-16
BE,Flanders,WestVlaanderen,462524.0,,233.0,15.0,2022-07-16
BE,Brussels,Brussels,475781.0,,339.0,18.0,2022-07-16
BE,Wallonia,Hainaut,480821.0,,376.0,18.0,2022-07-16
BE,Flanders,OostVlaanderen,589370.0,,308.0,14.0,2022-07-16
BE,Flanders,Antwerpen,701591.0,,322.0,20.0,2022-07-16
