country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,63896.0,,,,2023-04-27
BE,Wallonia,Luxembourg,127303.0,,8.0,2.0,2023-04-27
BE,Wallonia,BrabantWallon,175435.0,,16.0,0.0,2023-04-27
BE,Wallonia,Namur,205620.0,,42.0,4.0,2023-04-27
BE,Flanders,Limburg,354672.0,,36.0,1.0,2023-04-27
BE,Wallonia,Liège,426076.0,,89.0,7.0,2023-04-27
BE,Flanders,VlaamsBrabant,469516.0,,88.0,3.0,2023-04-27
BE,Brussels,Brussels,508205.0,,114.0,8.0,2023-04-27
BE,Flanders,WestVlaanderen,511881.0,,93.0,4.0,2023-04-27
BE,Wallonia,Hainaut,526095.0,,204.0,13.0,2023-04-27
BE,Flanders,OostVlaanderen,652689.0,,109.0,4.0,2023-04-27
BE,Flanders,Antwerpen,773025.0,,110.0,4.0,2023-04-27
BE,Wallonia,,,60.0,,,2023-04-27
