country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,60229.0,,,,2022-08-06
BE,Wallonia,Luxembourg,117272.0,,0.0,0.0,2022-08-06
BE,Wallonia,BrabantWallon,163312.0,,0.0,0.0,2022-08-06
BE,Wallonia,Namur,189833.0,,0.0,0.0,2022-08-06
BE,Flanders,Limburg,327231.0,,0.0,0.0,2022-08-06
BE,Wallonia,Liège,399783.0,,0.0,0.0,2022-08-06
BE,Flanders,VlaamsBrabant,434071.0,,0.0,0.0,2022-08-06
BE,Flanders,WestVlaanderen,470115.0,,0.0,0.0,2022-08-06
BE,Brussels,Brussels,482596.0,,0.0,0.0,2022-08-06
BE,Wallonia,Hainaut,488602.0,,0.0,0.0,2022-08-06
BE,Flanders,OostVlaanderen,601658.0,,0.0,0.0,2022-08-06
BE,Flanders,Antwerpen,714738.0,,0.0,0.0,2022-08-06
