country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,14299.0,,,,2021-03-03
BE,Wallonia,Luxembourg,20848.0,,37.0,11.0,2021-03-03
BE,Wallonia,BrabantWallon,30224.0,,33.0,10.0,2021-03-03
BE,Flanders,Limburg,38925.0,,106.0,30.0,2021-03-03
BE,Wallonia,Namur,40875.0,,73.0,16.0,2021-03-03
BE,Flanders,VlaamsBrabant,59892.0,,55.0,10.0,2021-03-03
BE,Flanders,WestVlaanderen,69282.0,,248.0,56.0,2021-03-03
BE,Flanders,OostVlaanderen,84207.0,,360.0,80.0,2021-03-03
BE,Brussels,Brussels,97137.0,,310.0,68.0,2021-03-03
BE,Flanders,Antwerpen,97994.0,,275.0,62.0,2021-03-03
BE,Wallonia,Liège,105889.0,,122.0,29.0,2021-03-03
BE,Wallonia,Hainaut,117359.0,,281.0,62.0,2021-03-03
