country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,55541.0,,,,2022-04-19
BE,Wallonia,Luxembourg,105841.0,,28.0,3.0,2022-04-19
BE,Wallonia,BrabantWallon,146741.0,,60.0,2.0,2022-04-19
BE,Wallonia,Namur,172873.0,,105.0,8.0,2022-04-19
BE,Flanders,Limburg,298406.0,,232.0,15.0,2022-04-19
BE,Wallonia,Liège,368170.0,,358.0,25.0,2022-04-19
BE,Flanders,VlaamsBrabant,384983.0,,247.0,15.0,2022-04-19
BE,Flanders,WestVlaanderen,424517.0,,447.0,24.0,2022-04-19
BE,Brussels,Brussels,440695.0,,322.0,25.0,2022-04-19
BE,Wallonia,Hainaut,444454.0,,358.0,24.0,2022-04-19
BE,Flanders,OostVlaanderen,533222.0,,533.0,18.0,2022-04-19
BE,Flanders,Antwerpen,641310.0,,498.0,30.0,2022-04-19
