country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,63979.0,,,,2023-05-18
BE,Wallonia,Luxembourg,127371.0,,0.0,0.0,2023-05-18
BE,Wallonia,BrabantWallon,175678.0,,0.0,0.0,2023-05-18
BE,Wallonia,Namur,205793.0,,0.0,0.0,2023-05-18
BE,Flanders,Limburg,354896.0,,0.0,0.0,2023-05-18
BE,Wallonia,Liège,426375.0,,0.0,0.0,2023-05-18
BE,Flanders,VlaamsBrabant,469980.0,,0.0,0.0,2023-05-18
BE,Brussels,Brussels,508890.0,,0.0,0.0,2023-05-18
BE,Flanders,WestVlaanderen,512400.0,,0.0,0.0,2023-05-18
BE,Wallonia,Hainaut,526767.0,,0.0,0.0,2023-05-18
BE,Flanders,OostVlaanderen,653289.0,,0.0,0.0,2023-05-18
BE,Flanders,Antwerpen,773570.0,,0.0,0.0,2023-05-18
BE,Wallonia,,,71.0,,,2023-05-18
BE,Flanders,,,113.0,,,2023-05-18
BE,Brussels,,,38.0,,,2023-05-18
