country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,63300.0,,,,2023-03-01
BE,Wallonia,Luxembourg,125891.0,,0.0,0.0,2023-03-01
BE,Wallonia,BrabantWallon,173660.0,,0.0,0.0,2023-03-01
BE,Wallonia,Namur,202582.0,,0.0,0.0,2023-03-01
BE,Flanders,Limburg,350628.0,,0.0,0.0,2023-03-01
BE,Wallonia,Liège,421142.0,,0.0,0.0,2023-03-01
BE,Flanders,VlaamsBrabant,463753.0,,0.0,0.0,2023-03-01
BE,Flanders,WestVlaanderen,503342.0,,0.0,0.0,2023-03-01
BE,Brussels,Brussels,505096.0,,0.0,0.0,2023-03-01
BE,Wallonia,Hainaut,518448.0,,0.0,0.0,2023-03-01
BE,Flanders,OostVlaanderen,643586.0,,0.0,0.0,2023-03-01
BE,Flanders,Antwerpen,764675.0,,0.0,0.0,2023-03-01
BE,Flanders,,,31.0,,,2023-03-01
