country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,63462.0,,,,2023-03-13
BE,Wallonia,Luxembourg,126241.0,,34.0,5.0,2023-03-13
BE,Wallonia,BrabantWallon,174093.0,,19.0,0.0,2023-03-13
BE,Wallonia,Namur,203333.0,,95.0,5.0,2023-03-13
BE,Flanders,Limburg,352391.0,,179.0,10.0,2023-03-13
BE,Wallonia,Liège,422441.0,,202.0,11.0,2023-03-13
BE,Flanders,VlaamsBrabant,465904.0,,167.0,4.0,2023-03-13
BE,Brussels,Brussels,505996.0,,264.0,16.0,2023-03-13
BE,Flanders,WestVlaanderen,506845.0,,408.0,17.0,2023-03-13
BE,Wallonia,Hainaut,520207.0,,257.0,11.0,2023-03-13
BE,Flanders,OostVlaanderen,647340.0,,348.0,24.0,2023-03-13
BE,Flanders,Antwerpen,767947.0,,373.0,24.0,2023-03-13
BE,Wallonia,,,6.0,,,2023-03-13
BE,Flanders,,,51.0,,,2023-03-13
