country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,12167.0,,,,2021-01-24
BE,Wallonia,Luxembourg,18484.0,,30.0,6.0,2021-01-24
BE,Wallonia,BrabantWallon,26691.0,,24.0,2.0,2021-01-24
BE,Flanders,Limburg,33230.0,,137.0,27.0,2021-01-24
BE,Wallonia,Namur,37000.0,,31.0,10.0,2021-01-24
BE,Flanders,VlaamsBrabant,52681.0,,91.0,11.0,2021-01-24
BE,Flanders,WestVlaanderen,59804.0,,286.0,36.0,2021-01-24
BE,Flanders,OostVlaanderen,71382.0,,297.0,46.0,2021-01-24
BE,Flanders,Antwerpen,86424.0,,317.0,52.0,2021-01-24
BE,Brussels,Brussels,87334.0,,261.0,52.0,2021-01-24
BE,Wallonia,Liège,100313.0,,171.0,31.0,2021-01-24
BE,Wallonia,Hainaut,106993.0,,278.0,49.0,2021-01-24
