country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,57686.0,,,,2022-06-21
BE,Wallonia,Luxembourg,110663.0,,15.0,2.0,2022-06-21
BE,Wallonia,BrabantWallon,154276.0,,16.0,1.0,2022-06-21
BE,Wallonia,Namur,180559.0,,36.0,2.0,2022-06-21
BE,Flanders,Limburg,311212.0,,39.0,6.0,2022-06-21
BE,Wallonia,Liège,382076.0,,100.0,5.0,2022-06-21
BE,Flanders,VlaamsBrabant,408624.0,,77.0,5.0,2022-06-21
BE,Flanders,WestVlaanderen,445645.0,,190.0,7.0,2022-06-21
BE,Brussels,Brussels,458300.0,,152.0,10.0,2022-06-21
BE,Wallonia,Hainaut,465069.0,,128.0,5.0,2022-06-21
BE,Flanders,OostVlaanderen,564543.0,,181.0,5.0,2022-06-21
BE,Flanders,Antwerpen,673171.0,,148.0,7.0,2022-06-21
