country,nuts_3,cases,cases/100k pop.,datetime
NO,Nordland,110,45.6,2020-04-21T00:00:00
NO,Møre og Romsdal,118,44.5,2020-04-21T00:00:00
NO,Troms og Finnmark,225,92.5,2020-04-21T00:00:00
NO,Vestfold og Telemark,263,62.7,2020-04-21T00:00:00
NO,Agder,294,95.7,2020-04-21T00:00:00
NO,Rogaland,393,81.9,2020-04-21T00:00:00
NO,Innlandet,414,111.5,2020-04-21T00:00:00
NO,Trøndelag,422,90.0,2020-04-21T00:00:00
NO,Vestland,807,126.8,2020-04-21T00:00:00
NO,Viken,1940,156.3,2020-04-21T00:00:00
NO,Oslo,2177,313.9,2020-04-21T00:00:00
