country,nuts_3,cases,cases/100k pop.,datetime
NO,Nordland,110,45.6,2020-04-23T00:00:00
NO,Møre og Romsdal,119,44.9,2020-04-23T00:00:00
NO,Troms og Finnmark,230,94.5,2020-04-23T00:00:00
NO,Vestfold og Telemark,265,63.2,2020-04-23T00:00:00
NO,Agder,312,101.6,2020-04-23T00:00:00
NO,Rogaland,397,82.7,2020-04-23T00:00:00
NO,Innlandet,419,112.8,2020-04-23T00:00:00
NO,Trøndelag,431,92.0,2020-04-23T00:00:00
NO,Vestland,819,128.7,2020-04-23T00:00:00
NO,Viken,1991,160.4,2020-04-23T00:00:00
NO,Oslo,2252,324.7,2020-04-23T00:00:00
