country,cases,deaths,datetime
LI,82,1,2020-04-21T00:00:00
MT,431,3,2020-04-21T00:00:00
LV,739,5,2020-04-21T00:00:00
CY,772,17,2020-04-21T00:00:00
BG,929,43,2020-04-21T00:00:00
SK,1173,13,2020-04-21T00:00:00
SI,1335,74,2020-04-21T00:00:00
LT,1350,37,2020-04-21T00:00:00
EE,1535,40,2020-04-21T00:00:00
IS,1773,10,2020-04-21T00:00:00
HR,1881,47,2020-04-21T00:00:00
HU,2098,213,2020-04-21T00:00:00
GR,2245,116,2020-04-21T00:00:00
LU,3558,75,2020-04-21T00:00:00
FI,3868,98,2020-04-21T00:00:00
CZ,6914,196,2020-04-21T00:00:00
NO,7113,154,2020-04-21T00:00:00
DK,7515,364,2020-04-21T00:00:00
RO,8936,451,2020-04-21T00:00:00
PL,9593,380,2020-04-21T00:00:00
SE,14777,1580,2020-04-21T00:00:00
AT,14783,470,2020-04-21T00:00:00
IE,15652,687,2020-04-21T00:00:00
PT,20863,735,2020-04-21T00:00:00
NL,33405,3751,2020-04-21T00:00:00
BE,39983,5828,2020-04-21T00:00:00
FR,114657,20265,2020-04-21T00:00:00
GB,124743,16509,2020-04-21T00:00:00
DE,143457,4598,2020-04-21T00:00:00
IT,181228,24114,2020-04-21T00:00:00
ES,200210,20852,2020-04-21T00:00:00
Total,967598,101726,2020-04-21T00:00:00
